                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.46404,                0.39091,                 1.0135,                0.96961,                0.93391,                0.97684,                0.90189,                0.40409,                0.29688,                0.95049,               0.006139,               0.006139,               0.006139
                    158,                0.46093,                0.39167,                 1.0174,                0.96335,                0.93298,                 0.9738,                0.89984,                0.40651,                0.30725,                0.95369,              0.0061142,              0.0061142,              0.0061142
                    159,                0.46345,                0.38211,                 1.0176,                0.97534,                0.92349,                0.97464,                0.89751,                 0.4081,                0.30159,                0.95417,              0.0060895,              0.0060895,              0.0060895
                    160,                0.46674,                0.39085,                 1.0195,                0.97644,                0.92201,                 0.9747,                 0.8991,                0.41005,                 0.2976,                0.95642,              0.0060647,              0.0060647,              0.0060647
                    161,                0.46408,                0.39324,                 1.0164,                0.97287,                0.92837,                0.97657,                0.90095,                0.40654,                0.29827,                0.95349,                0.00604,                0.00604,                0.00604
                    162,                0.45892,                0.39402,                 1.0212,                0.96688,                 0.9328,                0.97495,                0.89749,                0.41016,                0.29922,                0.95511,              0.0060152,              0.0060152,              0.0060152
                    163,                0.45882,                0.38796,                 1.0112,                0.97284,                0.92832,                0.97772,                0.90264,                0.40475,                 0.2974,                0.95049,              0.0059905,              0.0059905,              0.0059905
                    164,                0.46082,                0.38573,                 1.0169,                0.98056,                0.92354,                0.97897,                0.90465,                0.40006,                0.29508,                0.94399,              0.0059658,              0.0059658,              0.0059658
                    165,                0.46095,                0.38922,                 1.0118,                 0.9793,                0.92598,                0.97776,                  0.902,                 0.4075,                0.29918,                0.95309,               0.005941,               0.005941,               0.005941
                    166,                0.45954,                0.38658,                 1.0145,                0.97215,                0.93463,                0.97687,                0.90211,                0.40693,                0.29804,                0.95438,              0.0059163,              0.0059163,              0.0059163
                    167,                0.44886,                0.38199,                 1.0076,                0.97638,                0.93186,                0.97567,                0.89875,                0.40616,                0.30117,                0.95213,              0.0058915,              0.0058915,              0.0058915
                    168,                0.44596,                0.37556,                 1.0087,                0.96979,                0.93463,                0.97655,                 0.9009,                 0.4031,                0.30036,                0.94739,              0.0058668,              0.0058668,              0.0058668
                    169,                 0.4425,                0.37591,                 1.0049,                0.97298,                0.93672,                0.97704,                0.90323,                0.40002,                0.29619,                0.94468,               0.005842,               0.005842,               0.005842
                    170,                0.45483,                0.37494,                 1.0092,                0.96845,                0.93564,                0.97891,                0.90422,                0.40018,                0.29411,                 0.9441,              0.0058173,              0.0058173,              0.0058173
                    171,                0.45212,                0.37582,                 1.0175,                0.98115,                0.93175,                0.97791,                0.90087,                0.40223,                0.29749,                0.94684,              0.0057925,              0.0057925,              0.0057925
                    172,                0.44699,                0.38118,                 1.0099,                0.97658,                0.93242,                0.97741,                0.90129,                0.40574,                0.29879,                 0.9494,              0.0057678,              0.0057678,              0.0057678
                    173,                0.45122,                 0.3784,                 1.0091,                0.97093,                0.93967,                0.97717,                0.90179,                0.40053,                0.29718,                0.94564,               0.005743,               0.005743,               0.005743
                    174,                0.45016,                0.38036,                 1.0169,                0.97017,                0.94414,                0.97562,                0.90257,                0.40706,                0.30191,                0.95182,              0.0057183,              0.0057183,              0.0057183
                    175,                0.45918,                0.39063,                 1.0152,                0.97504,                0.94494,                0.97769,                0.90363,                0.40784,                 0.2993,                0.95045,              0.0056935,              0.0056935,              0.0056935
                    176,                0.45317,                0.37341,                 1.0106,                0.97551,                0.94088,                0.97732,                0.90262,                0.40102,                0.29304,                0.94658,              0.0056688,              0.0056688,              0.0056688
                    177,                0.44479,                 0.3745,                 1.0072,                0.97067,                0.94279,                0.97835,                0.90374,                0.40171,                0.29101,                0.94717,               0.005644,               0.005644,               0.005644
                    178,                0.44295,                0.36831,                 1.0103,                0.97278,                0.93767,                0.97693,                0.90043,                0.40023,                0.29576,                0.94445,              0.0056193,              0.0056193,              0.0056193
                    179,                0.44292,                0.37022,                 1.0065,                0.97394,                 0.9314,                 0.9774,                0.90119,                0.40315,                0.29543,                0.94728,              0.0055945,              0.0055945,              0.0055945
                    180,                0.44293,                0.36662,                  1.006,                0.97807,                0.92179,                0.97481,                0.89904,                0.40231,                 0.3009,                0.94614,              0.0055698,              0.0055698,              0.0055698
                    181,                0.44825,                 0.3722,                 1.0103,                0.98156,                0.91531,                0.97579,                0.90016,                0.40409,                0.29981,                0.94746,               0.005545,               0.005545,               0.005545
                    182,                0.43886,                0.36682,                 0.9995,                0.96082,                0.93791,                0.97685,                0.90158,                0.39913,                0.29364,                0.94432,              0.0055202,              0.0055202,              0.0055202
                    183,                0.44138,                0.36957,                  1.003,                0.96561,                0.93823,                0.97634,                0.90395,                0.39885,                0.29377,                0.94328,              0.0054955,              0.0054955,              0.0054955
                    184,                0.43873,                0.36635,                 1.0004,                0.96534,                0.94516,                0.97617,                0.90149,                0.39972,                0.29008,                0.94593,              0.0054707,              0.0054707,              0.0054707
                    185,                0.44271,                0.37267,                 1.0036,                0.96928,                0.93765,                0.97372,                0.90067,                 0.3982,                0.29495,                0.94603,               0.005446,               0.005446,               0.005446
                    186,                0.43558,                0.37068,                 0.9993,                0.96933,                 0.9334,                0.97744,                0.90464,                0.39819,                0.29202,                0.94492,              0.0054212,              0.0054212,              0.0054212
                    187,                0.43425,                0.36813,                 1.0074,                 0.9665,                0.93723,                0.97638,                0.90451,                0.40285,                0.28911,                0.94823,              0.0053965,              0.0053965,              0.0053965
                    188,                0.44153,                0.36208,                 1.0049,                0.97441,                0.93063,                0.97844,                0.90385,                0.40498,                0.28535,                0.94859,              0.0053717,              0.0053717,              0.0053717
                    189,                0.44452,                0.36969,                 1.0085,                0.96946,                  0.936,                0.97956,                0.90783,                0.40267,                0.28573,                0.94445,               0.005347,               0.005347,               0.005347
                    190,                0.43168,                0.35826,                0.99707,                0.97903,                0.92554,                 0.9785,                0.90569,                0.40176,                 0.2908,                0.94391,              0.0053223,              0.0053223,              0.0053223
                    191,                0.44038,                0.36247,                 1.0062,                0.97567,                0.93386,                0.97983,                0.90743,                0.40202,                0.28756,                0.94572,              0.0052975,              0.0052975,              0.0052975
                    192,                0.43903,                0.36371,                 1.0041,                0.97665,                0.93129,                0.97966,                0.90604,                0.40543,                0.29244,                0.94962,              0.0052727,              0.0052727,              0.0052727
                    193,                0.44124,                0.36429,                 1.0068,                0.97542,                0.93273,                0.97872,                0.90678,                0.40324,                0.28947,                0.94848,               0.005248,               0.005248,               0.005248
                    194,                0.43709,                0.36756,                 1.0056,                0.97413,                 0.9331,                0.97942,                0.90833,                0.40218,                0.28541,                0.94633,              0.0052233,              0.0052233,              0.0052233
                    195,                0.43751,                0.35621,                 0.9989,                0.97348,                0.93347,                0.97894,                 0.9074,                 0.4017,                 0.2834,                0.94497,              0.0051985,              0.0051985,              0.0051985
                    196,                0.42368,                0.36135,                0.99456,                0.96603,                0.93778,                0.97898,                0.90828,                0.40418,                0.28317,                0.94537,              0.0051737,              0.0051737,              0.0051737
                    197,                0.43445,                0.36692,                 1.0045,                0.96934,                0.93758,                0.97944,                0.90652,                0.40531,                0.28734,                0.94701,               0.005149,               0.005149,               0.005149
                    198,                0.42548,                0.35689,                0.99149,                0.97724,                0.92961,                0.97905,                 0.9062,                0.40276,                0.28555,                0.94597,              0.0051243,              0.0051243,              0.0051243
                    199,                0.42479,                0.35508,                0.99626,                0.98201,                0.92687,                0.97914,                 0.9092,                0.40297,                0.28948,                0.94602,              0.0050995,              0.0050995,              0.0050995
                    200,                0.43327,                0.35802,                 1.0003,                0.97037,                0.93348,                0.97972,                0.91044,                0.39993,                0.28953,                0.94425,              0.0050747,              0.0050747,              0.0050747
                    201,                0.43305,                  0.353,                 1.0016,                0.97421,                0.92771,                0.97824,                0.90927,                0.39659,                0.28764,                0.94303,                0.00505,                0.00505,                0.00505
                    202,                0.42284,                0.35733,                0.99242,                0.96434,                0.93549,                0.97821,                0.90905,                0.39637,                0.28773,                0.94325,              0.0050253,              0.0050253,              0.0050253
                    203,                0.42036,                 0.3535,                0.99604,                0.98007,                0.92097,                0.97808,                0.91005,                0.39803,                0.28727,                 0.9447,              0.0050005,              0.0050005,              0.0050005
                    204,                0.42952,                0.35235,                0.99437,                0.95175,                0.94843,                0.97833,                0.91041,                0.39784,                0.28979,                0.94556,              0.0049758,              0.0049758,              0.0049758
                    205,                0.42577,                0.35308,                 1.0013,                0.96501,                0.93821,                0.97768,                0.90981,                0.39855,                0.29027,                0.94612,               0.004951,               0.004951,               0.004951
                    206,                0.41967,                0.35452,                0.99442,                 0.9738,                 0.9323,                0.97828,                0.90922,                0.40004,                0.29018,                0.94814,              0.0049263,              0.0049263,              0.0049263
                    207,                0.43434,                 0.3548,                 1.0005,                0.96416,                0.93841,                0.97872,                0.90989,                0.39835,                0.28937,                0.94806,              0.0049015,              0.0049015,              0.0049015
                    208,                0.42703,                0.35327,                 0.9916,                0.97045,                0.93305,                0.97852,                0.90868,                0.39686,                0.28963,                0.94806,              0.0048768,              0.0048768,              0.0048768
                    209,                0.42618,                0.34087,                0.99415,                0.97498,                0.93332,                0.97914,                0.90833,                0.39752,                0.28679,                0.94846,               0.004852,               0.004852,               0.004852
                    210,                 0.4264,                0.36048,                0.99111,                0.97171,                 0.9355,                0.97787,                0.90878,                0.39536,                0.28764,                 0.9466,              0.0048272,              0.0048272,              0.0048272
                    211,                0.41921,                0.34239,                0.99577,                0.96738,                0.93957,                0.97734,                0.91065,                0.39061,                0.28641,                0.94393,              0.0048025,              0.0048025,              0.0048025
                    212,                0.42376,                0.34666,                0.99805,                0.96272,                0.94928,                0.97759,                0.90951,                0.39144,                0.28308,                0.94505,              0.0047778,              0.0047778,              0.0047778
                    213,                0.42179,                0.35259,                0.99626,                0.96132,                0.94255,                0.97709,                  0.909,                0.39292,                0.28453,                0.94664,               0.004753,               0.004753,               0.004753
                    214,                0.42716,                0.34867,                0.99573,                0.96216,                0.94255,                 0.9769,                 0.9099,                0.39351,                0.28705,                0.94554,              0.0047283,              0.0047283,              0.0047283
                    215,                0.42207,                0.34076,                 0.9918,                0.96767,                 0.9364,                0.97719,                0.91042,                0.39164,                0.28543,                0.94294,              0.0047035,              0.0047035,              0.0047035
                    216,                0.41862,                0.34567,                0.99109,                0.96706,                0.93449,                0.97635,                0.90739,                0.39065,                0.28672,                0.94058,              0.0046788,              0.0046788,              0.0046788
                    217,                0.41561,                0.33936,                0.98907,                0.97724,                0.92879,                0.97689,                0.90665,                 0.3939,                0.29153,                0.94192,               0.004654,               0.004654,               0.004654
                    218,                 0.4224,                 0.3503,                0.99071,                0.97851,                0.93081,                0.97692,                0.90521,                0.39659,                   0.29,                0.94569,              0.0046293,              0.0046293,              0.0046293
                    219,                0.42041,                0.34219,                0.99115,                0.96803,                 0.9414,                 0.9774,                0.90764,                0.39671,                0.28612,                0.94438,              0.0046045,              0.0046045,              0.0046045
                    220,                 0.4132,                0.34119,                0.98688,                0.96582,                0.94396,                0.97745,                0.90796,                0.39475,                0.28668,                0.94321,              0.0045798,              0.0045798,              0.0045798
                    221,                0.41716,                 0.3417,                 0.9878,                 0.9704,                0.94221,                0.97815,                0.90782,                0.39421,                 0.2859,                0.94482,               0.004555,               0.004555,               0.004555
                    222,                  0.409,                0.34266,                0.98469,                 0.9669,                0.94736,                0.97844,                0.90667,                0.39439,                0.28653,                  0.946,              0.0045303,              0.0045303,              0.0045303
                    223,                0.41265,                0.34317,                0.99071,                0.96345,                 0.9481,                0.97723,                0.90809,                 0.3934,                0.29101,                0.94603,              0.0045055,              0.0045055,              0.0045055
                    224,                0.40882,                0.33695,                0.98394,                0.96393,                0.94581,                 0.9777,                0.90609,                0.39376,                0.29271,                0.94499,              0.0044808,              0.0044808,              0.0044808
                    225,                0.40899,                0.33773,                0.98394,                0.96262,                0.95032,                0.97718,                0.90747,                0.39108,                0.29107,                0.94454,               0.004456,               0.004456,               0.004456
                    226,                 0.4182,                0.33933,                0.98831,                0.96446,                0.94906,                0.97756,                0.90829,                0.39078,                0.28871,                0.94586,              0.0044313,              0.0044313,              0.0044313
                    227,                0.40887,                0.33532,                0.98292,                0.96743,                0.94717,                0.97789,                0.90898,                0.39064,                0.28334,                0.94584,              0.0044065,              0.0044065,              0.0044065
                    228,                 0.4063,                0.33206,                0.98507,                0.96529,                0.94761,                0.97857,                0.90931,                0.39283,                0.28305,                0.94764,              0.0043818,              0.0043818,              0.0043818
                    229,                  0.409,                0.33275,                0.98571,                0.96453,                0.95032,                0.97837,                0.91029,                0.39106,                0.28291,                0.94676,               0.004357,               0.004357,               0.004357
                    230,                0.41268,                0.33986,                0.98924,                0.96724,                0.94676,                0.97752,                0.90906,                   0.39,                0.28479,                0.94619,              0.0043323,              0.0043323,              0.0043323
                    231,                0.40766,                0.33997,                0.98714,                0.96619,                0.94804,                 0.9766,                0.90782,                0.38916,                0.28594,                0.94501,              0.0043075,              0.0043075,              0.0043075
                    232,                0.39929,                0.33189,                 0.9854,                0.96915,                0.94678,                0.97647,                0.90755,                0.38961,                0.28714,                0.94568,              0.0042828,              0.0042828,              0.0042828
                    233,                0.39298,                0.32759,                0.97969,                0.97887,                 0.9391,                0.97773,                0.90852,                 0.3899,                0.28628,                0.94481,               0.004258,               0.004258,               0.004258
                    234,                0.40141,                0.32889,                0.98241,                0.97624,                 0.9406,                0.97726,                0.90934,                0.39104,                 0.2829,                0.94423,              0.0042333,              0.0042333,              0.0042333
                    235,                0.41066,                 0.3318,                 0.9808,                0.97509,                0.94443,                0.97753,                0.90949,                 0.3931,                 0.2826,                0.94597,              0.0042085,              0.0042085,              0.0042085
                    236,                0.40703,                0.33486,                0.98749,                0.97386,                0.94119,                0.97747,                0.90929,                0.39373,                0.28279,                0.94605,              0.0041837,              0.0041837,              0.0041837
                    237,                0.40711,                0.33533,                0.98358,                0.97574,                0.93868,                0.97719,                0.90898,                0.39288,                 0.2808,                0.94567,               0.004159,               0.004159,               0.004159
                    238,                0.40477,                0.33515,                0.98025,                0.97247,                0.94107,                0.97667,                0.90853,                 0.3938,                0.27824,                0.94633,              0.0041342,              0.0041342,              0.0041342
                    239,                0.39874,                0.32627,                0.97704,                0.98164,                0.93352,                 0.9774,                0.90892,                0.39514,                0.27841,                0.94797,              0.0041095,              0.0041095,              0.0041095
                    240,                0.40042,                 0.3226,                0.98368,                0.96724,                0.94418,                 0.9768,                0.90783,                0.39602,                0.27967,                0.94812,              0.0040847,              0.0040847,              0.0040847
                    241,                0.40296,                0.32801,                0.97777,                0.97987,                0.93309,                0.97717,                0.90905,                0.39554,                0.28079,                0.94764,                0.00406,                0.00406,                0.00406
                    242,                0.39753,                0.32584,                0.97962,                0.97618,                0.93656,                0.97779,                0.90967,                0.39618,                0.28214,                0.94763,              0.0040352,              0.0040352,              0.0040352
                    243,                0.39438,                0.32244,                0.97556,                0.97164,                0.93741,                0.97772,                0.90923,                0.39507,                0.28216,                0.94793,              0.0040105,              0.0040105,              0.0040105
                    244,                0.39612,                0.32575,                0.97745,                0.96968,                0.93627,                0.97806,                0.90963,                0.39388,                0.28077,                0.94755,              0.0039857,              0.0039857,              0.0039857
                    245,                0.40088,                0.32623,                0.98879,                0.97899,                0.92708,                0.97778,                0.90878,                0.39564,                0.28158,                0.94863,               0.003961,               0.003961,               0.003961
                    246,                 0.3987,                0.31881,                0.97554,                0.96645,                0.93991,                0.97772,                0.90838,                0.39587,                 0.2804,                0.94874,              0.0039362,              0.0039362,              0.0039362
                    247,                  0.397,                0.31902,                0.98129,                0.97485,                0.93339,                0.97757,                 0.9078,                0.39631,                0.28362,                0.94902,              0.0039115,              0.0039115,              0.0039115
                    248,                0.40107,                0.31931,                0.97545,                0.97712,                 0.9303,                 0.9769,                0.90778,                0.39496,                0.28366,                0.94839,              0.0038867,              0.0038867,              0.0038867
                    249,                0.39381,                0.31874,                0.97778,                0.96696,                0.93959,                0.97659,                0.90726,                0.39449,                0.28327,                0.94815,               0.003862,               0.003862,               0.003862
                    250,                0.39442,                0.32658,                0.98169,                 0.9787,                0.92732,                0.97648,                0.90777,                0.39428,                0.28505,                0.94749,              0.0038372,              0.0038372,              0.0038372
                    251,                0.40023,                0.32789,                0.98369,                0.97634,                0.93443,                0.97701,                0.90727,                0.39358,                 0.2838,                 0.9479,              0.0038125,              0.0038125,              0.0038125
                    252,                0.39289,                0.31383,                0.97977,                0.97502,                0.93585,                0.97717,                0.90698,                0.39406,                0.28389,                0.94948,              0.0037878,              0.0037878,              0.0037878
                    253,                0.39368,                0.31968,                0.97946,                0.96945,                 0.9395,                0.97749,                0.90758,                0.39213,                0.28155,                0.94836,               0.003763,               0.003763,               0.003763
                    254,                 0.3976,                0.32386,                0.97802,                0.97478,                0.93492,                0.97699,                 0.9077,                0.39116,                 0.2821,                0.94817,              0.0037383,              0.0037383,              0.0037383
                    255,                0.39161,                0.32458,                0.97484,                0.96197,                0.94578,                0.97702,                0.90887,                 0.3898,                0.28211,                0.94666,              0.0037135,              0.0037135,              0.0037135
                    256,                0.38772,                 0.3155,                0.97572,                0.96254,                0.94662,                0.97781,                0.90928,                0.38959,                0.28273,                0.94696,              0.0036888,              0.0036888,              0.0036888
                    257,                0.39202,                0.31804,                0.97347,                0.96411,                0.94542,                0.97767,                 0.9099,                0.39027,                0.28534,                0.94639,               0.003664,               0.003664,               0.003664
                    258,                0.38475,                 0.3145,                0.96842,                0.96353,                0.94478,                0.97797,                0.90989,                0.39039,                0.28618,                0.94692,              0.0036393,              0.0036393,              0.0036393
                    259,                0.38789,                0.31624,                0.97837,                0.96065,                0.94647,                0.97865,                0.90961,                0.38993,                 0.2878,                 0.9458,              0.0036145,              0.0036145,              0.0036145
                    260,                0.38822,                 0.3129,                0.97833,                0.95845,                0.94765,                  0.979,                0.91091,                0.38956,                0.28433,                0.94514,              0.0035898,              0.0035898,              0.0035898
                    261,                0.38706,                0.31337,                0.97596,                0.96133,                0.94232,                0.97845,                0.91058,                0.38999,                0.28486,                0.94653,               0.003565,               0.003565,               0.003565
                    262,                0.38605,                0.31784,                0.97389,                0.96161,                0.94394,                0.97809,                0.90974,                 0.3909,                0.28359,                0.94836,              0.0035403,              0.0035403,              0.0035403
                    263,                0.39001,                0.31672,                0.97347,                0.95971,                0.94702,                0.97924,                0.91071,                0.39136,                0.28244,                0.94953,              0.0035155,              0.0035155,              0.0035155
                    264,                0.39486,                0.31408,                0.97939,                0.96152,                0.94561,                0.97879,                0.91043,                0.39227,                0.28225,                0.95079,              0.0034908,              0.0034908,              0.0034908
                    265,                0.38596,                0.31477,                0.96986,                0.96125,                0.94676,                0.97929,                0.90976,                0.39123,                0.28096,                0.95083,               0.003466,               0.003466,               0.003466
                    266,                0.38692,                0.31226,                0.97143,                0.96256,                0.94666,                0.97923,                0.91007,                 0.3905,                0.28075,                0.95008,              0.0034413,              0.0034413,              0.0034413
                    267,                0.38115,                0.31133,                0.97397,                0.96224,                 0.9465,                0.97952,                0.91091,                0.39185,                 0.2817,                0.95121,              0.0034165,              0.0034165,              0.0034165
                    268,                0.38308,                0.31351,                 0.9734,                0.96156,                0.94677,                 0.9798,                   0.91,                0.39214,                0.28061,                0.95136,              0.0033918,              0.0033918,              0.0033918
                    269,                0.39036,                0.31558,                0.97643,                0.96224,                0.94633,                0.97963,                0.91023,                0.39117,                0.27971,                0.95103,               0.003367,               0.003367,               0.003367
                    270,                0.38242,                0.31102,                0.97324,                0.96069,                0.94661,                 0.9802,                0.91079,                0.39101,                0.28052,                0.95127,              0.0033423,              0.0033423,              0.0033423
                    271,                0.38681,                0.31138,                0.97691,                0.96085,                0.94778,                0.98049,                0.91135,                0.38948,                 0.2806,                0.94925,              0.0033175,              0.0033175,              0.0033175
                    272,                0.38264,                0.30652,                0.96819,                 0.9581,                0.94856,                0.98036,                0.91142,                0.38903,                0.28174,                0.94885,              0.0032928,              0.0032928,              0.0032928
                    273,                0.38724,                 0.3146,                0.97263,                  0.959,                 0.9479,                0.98055,                0.91147,                0.38906,                0.28233,                0.94897,               0.003268,               0.003268,               0.003268
                    274,                0.38039,                0.31262,                0.97146,                 0.9753,                0.93277,                0.98031,                0.91227,                0.38872,                0.28254,                0.94868,              0.0032433,              0.0032433,              0.0032433
                    275,                0.37368,                0.30096,                0.96502,                0.97669,                0.93414,                0.97994,                0.91261,                0.38845,                0.28339,                 0.9487,              0.0032185,              0.0032185,              0.0032185
                    276,                0.38034,                0.30775,                0.96969,                0.97591,                0.93277,                 0.9801,                 0.9115,                0.38862,                0.28506,                0.94899,              0.0031938,              0.0031938,              0.0031938
                    277,                0.38035,                0.30344,                0.97288,                0.96691,                0.94317,                0.98051,                0.91061,                0.38819,                0.28674,                0.94874,               0.003169,               0.003169,               0.003169
                    278,                0.37747,                0.30185,                0.96641,                0.96772,                 0.9425,                0.98016,                0.91123,                0.38758,                0.28833,                 0.9488,              0.0031443,              0.0031443,              0.0031443
                    279,                0.37366,                0.30179,                0.96591,                0.96842,                0.94201,                0.97895,                0.91136,                0.38693,                0.28489,                 0.9482,              0.0031195,              0.0031195,              0.0031195
                    280,                0.37752,                0.30108,                0.96825,                0.96948,                0.94214,                0.97977,                0.91266,                0.38659,                0.28352,                0.94776,              0.0030948,              0.0030948,              0.0030948
                    281,                0.37207,                 0.2988,                0.96587,                0.96908,                0.94125,                0.97931,                0.91168,                0.38649,                0.28434,                0.94723,                0.00307,                0.00307,                0.00307
                    282,                0.37724,                0.30438,                0.97152,                0.97055,                0.94035,                0.97933,                0.91239,                0.38683,                0.28596,                0.94702,              0.0030452,              0.0030452,              0.0030452
                    283,                0.37387,                0.30413,                0.96838,                0.96991,                0.94234,                0.97925,                0.91235,                0.38743,                0.28606,                0.94743,              0.0030205,              0.0030205,              0.0030205
                    284,                0.37383,                0.29529,                0.96953,                0.96829,                0.94284,                0.97895,                0.91188,                0.38835,                0.28624,                0.94832,              0.0029957,              0.0029957,              0.0029957
                    285,                0.36997,                0.30141,                0.96618,                0.96385,                0.94184,                0.97836,                0.91114,                0.38802,                0.28658,                 0.9486,               0.002971,               0.002971,               0.002971
                    286,                0.37099,                0.29166,                0.96241,                0.97686,                 0.9299,                 0.9781,                0.90975,                 0.3874,                0.28565,                 0.9483,              0.0029462,              0.0029462,              0.0029462
                    287,                0.36472,                0.29128,                0.95998,                0.97525,                0.93011,                 0.9781,                0.90936,                0.38736,                0.28664,                0.94882,              0.0029215,              0.0029215,              0.0029215
                    288,                0.36469,                0.29245,                0.96078,                 0.9765,                0.93044,                0.97831,                0.90871,                 0.3873,                0.28524,                0.94911,              0.0028967,              0.0028967,              0.0028967
                    289,                0.36765,                0.29669,                0.96349,                0.97647,                0.92953,                0.97825,                 0.9087,                0.38806,                0.28481,                0.95011,               0.002872,               0.002872,               0.002872
                    290,                0.37397,                0.29874,                0.96372,                0.97713,                0.93044,                0.97835,                0.90968,                0.38747,                 0.2823,                0.94927,              0.0028472,              0.0028472,              0.0028472
                    291,                0.35966,                 0.2904,                0.96389,                0.97989,                0.92737,                0.97856,                0.90932,                0.38719,                0.28098,                0.94868,              0.0028225,              0.0028225,              0.0028225
                    292,                0.36977,                0.29709,                0.96608,                0.98234,                0.92491,                 0.9785,                0.91038,                0.38694,                0.28158,                0.94796,              0.0027977,              0.0027977,              0.0027977
                    293,                 0.3684,                0.30227,                0.96645,                0.97972,                0.92461,                0.97843,                0.90936,                0.38678,                0.28146,                0.94712,               0.002773,               0.002773,               0.002773
                    294,                0.37123,                0.29945,                0.96349,                0.98083,                 0.9253,                0.97877,                0.90963,                0.38694,                0.28008,                0.94771,              0.0027482,              0.0027482,              0.0027482
                    295,                 0.3711,                0.29834,                0.96518,                 0.9806,                0.92647,                0.97935,                 0.9099,                0.38678,                  0.278,                 0.9475,              0.0027235,              0.0027235,              0.0027235
                    296,                0.36922,                0.29436,                0.96256,                0.98066,                0.92651,                0.97877,                0.90947,                0.38652,                0.27792,                0.94735,              0.0026987,              0.0026987,              0.0026987
                    297,                 0.3616,                0.28727,                0.96299,                0.97966,                0.92561,                0.97886,                 0.9091,                0.38694,                0.27861,                0.94746,               0.002674,               0.002674,               0.002674
                    298,                0.36274,                0.29109,                0.96038,                0.97966,                0.92569,                0.97849,                0.90947,                0.38706,                0.28015,                0.94735,              0.0026492,              0.0026492,              0.0026492
                    299,                0.36639,                0.28797,                0.96462,                0.97862,                0.92734,                0.97822,                0.90912,                0.38695,                0.28002,                0.94712,              0.0026245,              0.0026245,              0.0026245
                    300,                0.36811,                0.29012,                0.95969,                0.97949,                0.92844,                0.97846,                0.90983,                0.38667,                0.27969,                0.94657,              0.0025997,              0.0025997,              0.0025997
                    301,                0.36056,                0.29069,                0.96096,                0.97735,                0.92848,                0.97806,                0.90976,                0.38694,                0.27929,                0.94652,               0.002575,               0.002575,               0.002575
                    302,                 0.3672,                0.29345,                0.96305,                0.97685,                0.92874,                0.97776,                0.90971,                0.38713,                0.27961,                0.94678,              0.0025503,              0.0025503,              0.0025503
                    303,                0.36451,                0.28913,                0.96289,                 0.9765,                 0.9295,                0.97797,                0.90968,                0.38775,                0.28001,                 0.9471,              0.0025255,              0.0025255,              0.0025255
                    304,                0.36291,                 0.2939,                 0.9593,                0.97619,                0.93029,                0.97797,                0.91002,                0.38773,                 0.2812,                0.94711,              0.0025008,              0.0025008,              0.0025008
                    305,                0.36252,                0.28891,                0.95965,                0.97687,                0.93025,                0.97825,                0.90977,                0.38703,                0.27988,                0.94646,               0.002476,               0.002476,               0.002476
                    306,                0.35928,                0.28227,                0.96285,                0.97683,                0.93064,                0.97816,                0.90941,                0.38717,                0.27903,                0.94642,              0.0024513,              0.0024513,              0.0024513
                    307,                0.36108,                0.29001,                0.96242,                 0.9777,                0.93049,                0.97842,                0.91004,                 0.3868,                0.27889,                0.94609,              0.0024265,              0.0024265,              0.0024265
                    308,                0.35653,                 0.2862,                0.96231,                0.97782,                0.92919,                0.97843,                   0.91,                0.38616,                0.27774,                0.94596,              0.0024018,              0.0024018,              0.0024018
                    309,                0.35357,                0.28262,                0.95613,                0.97618,                0.92935,                0.97822,                 0.9105,                0.38695,                 0.2779,                0.94658,               0.002377,               0.002377,               0.002377
                    310,                0.35939,                0.28414,                0.96062,                0.97666,                0.92906,                0.97823,                0.91066,                0.38655,                0.27767,                0.94668,              0.0023523,              0.0023523,              0.0023523
                    311,                0.35217,                0.28357,                0.95532,                0.97767,                0.92817,                0.97821,                0.91003,                0.38689,                0.27797,                0.94697,              0.0023275,              0.0023275,              0.0023275
                    312,                0.35918,                0.28827,                0.95996,                 0.9777,                0.92822,                0.97831,                0.91032,                0.38608,                0.27735,                0.94663,              0.0023028,              0.0023028,              0.0023028
                    313,                 0.3537,                0.27996,                0.95399,                0.97745,                0.92783,                0.97827,                0.90994,                0.38513,                0.27691,                0.94609,               0.002278,               0.002278,               0.002278
                    314,                0.34574,                 0.2766,                0.95329,                0.96392,                0.94001,                0.97837,                0.90989,                0.38485,                0.27765,                0.94596,              0.0022533,              0.0022533,              0.0022533
                    315,                0.35395,                0.27609,                0.95496,                 0.9681,                0.93557,                0.97833,                0.91036,                0.38447,                0.27729,                0.94582,              0.0022285,              0.0022285,              0.0022285
                    316,                0.35522,                0.28532,                0.95643,                0.96893,                0.93604,                0.97848,                0.91079,                 0.3845,                0.27604,                0.94587,              0.0022038,              0.0022038,              0.0022038
                    317,                0.35388,                0.28204,                0.95164,                0.97262,                0.93304,                0.97852,                0.91114,                0.38456,                0.27513,                0.94568,               0.002179,               0.002179,               0.002179
                    318,                0.35411,                0.28157,                 0.9603,                0.97399,                0.93259,                0.97846,                 0.9113,                0.38369,                0.27563,                0.94465,              0.0021543,              0.0021543,              0.0021543
