                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    319,                0.34482,                0.27627,                0.95279,                0.97266,                0.93315,                 0.9783,                0.91098,                0.38395,                0.27557,                0.94456,              0.0021295,              0.0021295,              0.0021295
                    320,                0.35528,                0.28442,                0.95708,                0.97194,                0.93362,                0.97837,                0.91064,                0.38408,                0.27539,                0.94478,              0.0021048,              0.0021048,              0.0021048
                    321,                0.35301,                0.28126,                0.95922,                0.97698,                0.92704,                0.97879,                0.91174,                0.38383,                0.27484,                0.94473,                0.00208,                0.00208,                0.00208
                    322,                0.34545,                 0.2786,                0.95269,                0.97713,                0.92746,                0.97886,                0.91161,                0.38427,                0.27512,                0.94528,              0.0020553,              0.0020553,              0.0020553
                    323,                0.34597,                0.27064,                0.95247,                0.96329,                0.94319,                0.97893,                 0.9119,                0.38445,                0.27554,                0.94532,              0.0020305,              0.0020305,              0.0020305
                    324,                0.34679,                 0.2741,                0.94624,                0.97618,                0.92852,                0.97886,                 0.9118,                0.38449,                0.27531,                0.94545,              0.0020058,              0.0020058,              0.0020058
                    325,                 0.3478,                0.27513,                0.95182,                0.97587,                0.93023,                0.97871,                 0.9119,                0.38447,                0.27502,                0.94536,               0.001981,               0.001981,               0.001981
                    326,                0.34424,                0.27558,                0.95486,                0.97658,                0.93036,                0.97865,                0.91177,                0.38471,                0.27453,                0.94579,              0.0019563,              0.0019563,              0.0019563
                    327,                0.34696,                0.27471,                0.95507,                0.97306,                0.93294,                0.97859,                0.91177,                0.38483,                0.27495,                0.94595,              0.0019315,              0.0019315,              0.0019315
                    328,                0.34794,                0.28183,                0.95578,                0.97358,                0.93292,                0.97844,                0.91198,                0.38486,                0.27513,                0.94624,              0.0019068,              0.0019068,              0.0019068
                    329,                0.34689,                0.27874,                0.95217,                0.97188,                0.93336,                0.97842,                0.91217,                0.38514,                0.27492,                0.94666,               0.001882,               0.001882,               0.001882
                    330,                0.34323,                0.27555,                0.95256,                0.97138,                0.93381,                0.97847,                0.91253,                0.38525,                0.27467,                0.94704,              0.0018572,              0.0018572,              0.0018572
                    331,                0.33928,                0.26874,                0.94825,                0.97133,                 0.9336,                0.97845,                0.91277,                0.38529,                0.27484,                0.94704,              0.0018325,              0.0018325,              0.0018325
                    332,                 0.3464,                0.28013,                0.95717,                0.97126,                0.93243,                0.97848,                0.91212,                0.38551,                 0.2747,                 0.9472,              0.0018077,              0.0018077,              0.0018077
                    333,                0.33743,                0.26678,                0.95179,                0.97688,                0.92751,                0.97854,                0.91226,                0.38566,                0.27496,                 0.9473,               0.001783,               0.001783,               0.001783
                    334,                0.34019,                0.26958,                0.94985,                0.97195,                 0.9325,                0.97859,                0.91237,                0.38588,                0.27573,                0.94711,              0.0017582,              0.0017582,              0.0017582
                    335,                0.34323,                0.26743,                0.95386,                0.97768,                 0.9278,                0.97859,                0.91258,                 0.3859,                0.27599,                0.94705,              0.0017335,              0.0017335,              0.0017335
                    336,                0.34534,                0.27471,                0.95042,                0.97768,                0.92757,                0.97834,                 0.9125,                0.38594,                0.27637,                0.94694,              0.0017087,              0.0017087,              0.0017087
                    337,                0.33793,                0.27312,                0.95083,                0.97178,                0.93314,                0.97833,                0.91255,                0.38637,                0.27721,                0.94705,               0.001684,               0.001684,               0.001684
                    338,                0.34215,                0.26815,                0.95013,                0.97117,                0.93378,                0.97841,                0.91282,                 0.3863,                0.27776,                0.94713,              0.0016592,              0.0016592,              0.0016592
                    339,                0.33641,                 0.2716,                 0.9479,                0.97781,                0.92717,                0.97851,                0.91277,                0.38639,                0.27878,                0.94736,              0.0016345,              0.0016345,              0.0016345
                    340,                0.32752,                0.26134,                 0.9448,                0.97694,                0.92727,                0.97828,                0.91235,                0.38633,                0.27955,                0.94731,              0.0016097,              0.0016097,              0.0016097
                    341,                0.33465,                0.26794,                0.94424,                0.97499,                0.92852,                0.97754,                 0.9121,                0.38634,                0.27886,                0.94742,               0.001585,               0.001585,               0.001585
                    342,                 0.3431,                0.27335,                0.95152,                0.97284,                0.93104,                 0.9772,                0.91221,                0.38653,                0.27971,                0.94765,              0.0015602,              0.0015602,              0.0015602
                    343,                0.33795,                 0.2698,                0.94641,                0.97604,                0.92721,                0.97751,                0.91203,                0.38654,                0.27989,                0.94779,              0.0015355,              0.0015355,              0.0015355
                    344,                0.32934,                 0.2612,                0.94441,                0.97578,                0.92754,                 0.9774,                0.91163,                0.38673,                0.27967,                0.94808,              0.0015107,              0.0015107,              0.0015107
                    345,                0.32938,                0.26471,                 0.9474,                0.97245,                0.93142,                0.97739,                0.91167,                0.38635,                0.27956,                0.94784,               0.001486,               0.001486,               0.001486
                    346,                0.32978,                0.26348,                 0.9428,                0.97202,                0.93188,                0.97757,                0.91176,                0.38656,                0.27954,                0.94819,              0.0014612,              0.0014612,              0.0014612
                    347,                0.33238,                0.26319,                0.94476,                0.97047,                0.93275,                0.97753,                0.91131,                0.38653,                0.27896,                0.94816,              0.0014365,              0.0014365,              0.0014365
                    348,                0.33376,                0.26632,                0.94794,                0.97708,                0.92754,                0.97779,                0.91139,                0.38656,                0.27883,                0.94819,              0.0014117,              0.0014117,              0.0014117
                    349,                0.33718,                0.26981,                0.95371,                0.97017,                0.93386,                0.97763,                0.91132,                0.38676,                0.27865,                0.94835,               0.001387,               0.001387,               0.001387
                    350,                0.33158,                0.26452,                0.94648,                0.97085,                 0.9328,                0.97778,                0.91102,                0.38689,                0.27862,                0.94859,              0.0013622,              0.0013622,              0.0013622
                    351,                0.32134,                0.25382,                 0.9393,                0.97622,                0.92998,                0.97771,                0.91108,                0.38659,                0.27868,                0.94859,              0.0013375,              0.0013375,              0.0013375
                    352,                0.33743,                0.26115,                0.95319,                0.97625,                0.92993,                 0.9777,                0.91139,                 0.3865,                 0.2785,                0.94867,              0.0013128,              0.0013128,              0.0013128
                    353,                0.33256,                0.26065,                0.94654,                0.97491,                0.93056,                 0.9777,                 0.9111,                0.38658,                0.27864,                0.94897,               0.001288,               0.001288,               0.001288
                    354,                0.33095,                0.26326,                0.94804,                0.97381,                0.93401,                 0.9776,                0.91073,                 0.3866,                 0.2784,                0.94888,              0.0012633,              0.0012633,              0.0012633
                    355,                0.33785,                0.26338,                0.95293,                0.97399,                0.93372,                0.97757,                0.91122,                 0.3868,                0.27852,                0.94907,              0.0012385,              0.0012385,              0.0012385
                    356,                  0.323,                0.25803,                0.93774,                0.97513,                0.92981,                0.97755,                0.91087,                  0.387,                  0.279,                0.94918,              0.0012138,              0.0012138,              0.0012138
                    357,                0.32825,                0.26334,                0.94571,                0.97469,                0.92928,                0.97748,                0.91104,                0.38675,                 0.2796,                0.94899,               0.001189,               0.001189,               0.001189
                    358,                0.33084,                0.26342,                 0.9415,                0.97443,                0.92915,                0.97748,                0.91106,                0.38646,                0.28015,                0.94866,              0.0011643,              0.0011643,              0.0011643
                    359,                0.32826,                0.26071,                0.94359,                0.97432,                0.92955,                0.97741,                 0.9112,                0.38673,                0.28069,                 0.9488,              0.0011395,              0.0011395,              0.0011395
                    360,                0.32223,                0.25566,                0.94361,                0.97439,                0.92963,                0.97743,                0.91138,                0.38674,                0.28095,                0.94874,              0.0011148,              0.0011148,              0.0011148
                    361,                0.31651,                0.24729,                0.93909,                0.97445,                0.92982,                0.97739,                  0.911,                0.38687,                0.28127,                0.94879,                0.00109,                0.00109,                0.00109
                    362,                0.32195,                0.25784,                0.94594,                0.97453,                0.92844,                 0.9774,                0.91088,                0.38662,                0.28074,                0.94863,              0.0010653,              0.0010653,              0.0010653
                    363,                0.32328,                0.25582,                0.94172,                 0.9747,                0.92743,                 0.9776,                 0.9109,                0.38634,                0.28041,                 0.9485,              0.0010405,              0.0010405,              0.0010405
                    364,                0.31558,                0.24918,                0.93933,                0.97473,                0.92733,                0.97759,                0.91068,                0.38628,                0.28059,                0.94857,              0.0010158,              0.0010158,              0.0010158
                    365,                0.31918,                0.25051,                0.94056,                0.97478,                0.92704,                0.97755,                0.91061,                0.38646,                0.28072,                0.94873,               0.000991,               0.000991,               0.000991
                    366,                0.32538,                0.25551,                0.94048,                0.97567,                0.92761,                0.97758,                0.91079,                0.38659,                0.28111,                0.94877,             0.00096625,             0.00096625,             0.00096625
                    367,                0.32172,                0.25638,                0.94051,                0.97611,                 0.9276,                0.97757,                0.91076,                0.38657,                0.28107,                0.94883,              0.0009415,              0.0009415,              0.0009415
                    368,                0.31744,                0.25209,                0.94155,                0.97627,                0.92758,                0.97761,                 0.9102,                0.38658,                0.28092,                0.94902,             0.00091675,             0.00091675,             0.00091675
                    369,                0.32133,                0.25415,                0.94239,                0.97598,                0.92758,                0.97765,                0.91046,                0.38667,                0.28101,                0.94913,               0.000892,               0.000892,               0.000892
                    370,                0.31328,                0.24891,                0.93647,                0.97544,                0.92771,                0.97765,                0.91046,                0.38674,                0.28085,                0.94923,             0.00086725,             0.00086725,             0.00086725
                    371,                0.31803,                 0.2517,                0.94062,                0.97964,                0.92446,                0.97768,                0.91053,                0.38709,                0.28111,                0.94947,              0.0008425,              0.0008425,              0.0008425
                    372,                0.31999,                0.25362,                0.94226,                0.97867,                0.92477,                0.97765,                 0.9103,                 0.3872,                0.28113,                0.94965,             0.00081775,             0.00081775,             0.00081775
                    373,                0.31708,                0.24684,                0.93723,                0.97672,                0.92697,                0.97765,                0.91047,                 0.3874,                0.28094,                0.94993,               0.000793,               0.000793,               0.000793
                    374,                0.31978,                0.25636,                0.94191,                0.97668,                0.92785,                0.97769,                0.91024,                 0.3875,                0.28092,                0.95003,             0.00076825,             0.00076825,             0.00076825
                    375,                0.31321,                0.24714,                0.93558,                0.97641,                 0.9274,                0.97768,                0.91031,                0.38746,                0.28091,                0.95009,              0.0007435,              0.0007435,              0.0007435
                    376,                 0.3155,                 0.2491,                0.93983,                0.97629,                0.92767,                0.97767,                 0.9105,                 0.3876,                0.28071,                0.95024,             0.00071875,             0.00071875,             0.00071875
                    377,                0.31475,                0.24894,                0.93745,                0.97639,                0.92747,                0.97769,                0.91032,                0.38758,                0.28078,                0.95024,               0.000694,               0.000694,               0.000694
                    378,                0.31475,                0.24537,                0.93847,                0.97667,                0.92711,                0.97773,                0.91032,                0.38756,                0.28084,                0.95024,             0.00066925,             0.00066925,             0.00066925
                    379,                0.31397,                0.24585,                0.93483,                0.97667,                0.92707,                0.97775,                 0.9105,                0.38758,                0.28086,                0.95035,              0.0006445,              0.0006445,              0.0006445
                    380,                0.31425,                  0.245,                0.93842,                0.97672,                0.92681,                0.97778,                0.91061,                0.38731,                0.28054,                0.95016,             0.00061975,             0.00061975,             0.00061975
                    381,                0.31361,                0.24286,                0.93792,                0.97644,                0.92589,                0.97779,                0.91062,                0.38707,                0.28045,                0.95005,               0.000595,               0.000595,               0.000595
                    382,                0.30912,                0.24366,                0.93257,                0.97703,                0.92595,                0.97788,                0.91074,                0.38697,                0.28069,                0.95002,             0.00057025,             0.00057025,             0.00057025
                    383,                0.31373,                0.24489,                0.93899,                0.97724,                0.92575,                0.97786,                0.91054,                0.38696,                0.28059,                0.95011,              0.0005455,              0.0005455,              0.0005455
                    384,                0.30855,                0.24256,                0.93335,                0.97763,                0.92535,                0.97782,                0.91006,                0.38691,                0.28061,                0.95018,             0.00052075,             0.00052075,             0.00052075
                    385,                0.31098,                0.24546,                0.93413,                0.97759,                0.92548,                0.97786,                0.91034,                0.38676,                0.28064,                0.95024,               0.000496,               0.000496,               0.000496
                    386,                0.31098,                0.24211,                0.93967,                0.97738,                 0.9257,                0.97786,                0.91067,                0.38676,                0.28083,                 0.9503,             0.00047125,             0.00047125,             0.00047125
                    387,                0.30631,                0.24332,                 0.9381,                0.97724,                0.92571,                 0.9778,                0.91042,                0.38679,                0.28082,                0.95033,              0.0004465,              0.0004465,              0.0004465
                    388,                0.31128,                 0.2466,                0.93784,                0.97681,                0.92596,                0.97782,                0.91032,                0.38671,                0.28098,                0.95036,             0.00042175,             0.00042175,             0.00042175
                    389,                0.31011,                0.23911,                0.93504,                0.97659,                0.92616,                0.97784,                0.91017,                0.38642,                0.28115,                0.95039,               0.000397,               0.000397,               0.000397
                    390,                0.30295,                0.23883,                0.93254,                0.97639,                0.92649,                0.97765,                0.91003,                0.38638,                0.28089,                0.95049,             0.00037225,             0.00037225,             0.00037225
                    391,                 0.2539,                0.20095,                0.87755,                0.97745,                0.92613,                0.97776,                0.91011,                 0.3863,                0.28092,                0.95074,              0.0003475,              0.0003475,              0.0003475
                    392,                0.24058,                0.18177,                0.87048,                0.97734,                0.92635,                0.97771,                0.90994,                0.38633,                0.28142,                0.95101,             0.00032275,             0.00032275,             0.00032275
                    393,                0.23659,                0.17753,                0.86876,                0.97596,                0.92823,                 0.9779,                0.91051,                0.38584,                0.28109,                0.95074,               0.000298,               0.000298,               0.000298
                    394,                0.23509,                0.17993,                0.87731,                 0.9764,                0.92555,                0.97748,                0.91017,                0.38559,                0.28117,                0.95067,             0.00027325,             0.00027325,             0.00027325
                    395,                0.23192,                0.17764,                0.86939,                0.97637,                0.92571,                0.97765,                 0.9105,                0.38536,                0.28128,                0.95062,              0.0002485,              0.0002485,              0.0002485
                    396,                0.22997,                0.17173,                0.86789,                0.97685,                 0.9254,                0.97768,                0.91027,                0.38508,                0.28106,                0.95051,             0.00022375,             0.00022375,             0.00022375
                    397,                0.23047,                0.17182,                0.87074,                0.97608,                0.92642,                0.97767,                0.91034,                0.38537,                0.28154,                0.95111,               0.000199,               0.000199,               0.000199
                    398,                0.22343,                0.17015,                0.86561,                0.97638,                0.92609,                0.97743,                0.91045,                0.38538,                0.28145,                0.95118,             0.00017425,             0.00017425,             0.00017425
                    399,                0.22625,                 0.1702,                0.86809,                0.97578,                0.92642,                0.97743,                0.91068,                0.38516,                0.28138,                0.95123,              0.0001495,              0.0001495,              0.0001495
                    400,                0.22515,                0.16897,                0.86585,                0.97451,                0.92607,                0.97652,                0.91048,                0.38536,                0.28193,                0.95148,             0.00012475,             0.00012475,             0.00012475
